id,customer_id,product_id,rating,review_text,review_date
30,71,494,5,Excellent product! Exceeded my expectations.,2024-10-03 00:00:00
31,106,319,3,"Acceptable, but not impressed.",2024-08-02 00:00:00
32,380,90,3,Decent product for the price.,2024-10-16 00:00:00
33,352,204,4,"Solid product, does what it promises.",2023-09-28 00:00:00
34,310,186,2,Disappointed with the quality.,2023-12-09 00:00:00
35,398,577,2,Several issues with this item.,2024-03-12 00:00:00
36,219,304,4,Happy with this purchase overall.,2023-10-13 00:00:00
37,39,539,4,"Quality is good, delivery was fast.",2023-11-15 00:00:00
38,892,495,4,"Nice product, met my expectations.",2024-06-25 00:00:00
39,885,576,2,Poor quality for the price.,2024-08-28 00:00:00
40,667,419,5,Best purchase I've made in a long time!,2023-07-21 00:00:00
41,830,455,5,Perfect! Exactly what I was looking for.,2023-08-17 00:00:00
42,630,643,5,Best purchase I've made in a long time!,2024-03-09 00:00:00
43,786,62,4,"Good value for money, would recommend.",2024-01-28 00:00:00
44,404,141,3,"Works as described, nothing more.",2023-01-03 00:00:00
45,143,14,4,"Good value for money, would recommend.",2024-11-29 00:00:00
46,46,562,5,Absolutely love it! Will buy again.,2023-08-19 00:00:00
47,247,196,4,"Quality is good, delivery was fast.",2024-03-18 00:00:00
48,713,272,5,"Fantastic product, very satisfied!",2023-01-01 00:00:00
49,349,553,3,"It's okay, meets basic requirements.",2024-05-08 00:00:00
50,233,209,4,"Great quality, happy with my purchase.",2024-02-08 00:00:00
51,162,105,4,"Great quality, happy with my purchase.",2023-08-28 00:00:00
52,71,198,5,Excellent product! Exceeded my expectations.,2024-05-18 00:00:00
53,535,175,5,Absolutely love it! Will buy again.,2024-04-26 00:00:00
54,844,618,5,Superb quality and fast delivery.,2024-08-28 00:00:00
55,365,40,5,Best purchase I've made in a long time!,2023-01-31 00:00:00
56,76,246,5,"Fantastic product, very satisfied!",2023-12-07 00:00:00
57,894,438,3,"Works as described, nothing more.",2023-04-26 00:00:00
58,637,155,2,Would not recommend this product.,2023-02-18 00:00:00
59,885,202,3,Decent product for the price.,2023-07-26 00:00:00
60,93,519,5,Perfect! Exactly what I was looking for.,2023-09-22 00:00:00
61,226,391,4,"Solid product, does what it promises.",2023-08-27 00:00:00
62,802,366,5,Best purchase I've made in a long time!,2023-03-24 00:00:00
63,596,548,5,Best purchase I've made in a long time!,2024-07-09 00:00:00
64,93,40,1,"Extremely disappointed, returning it.",2023-07-02 00:00:00
65,733,204,4,"Great quality, happy with my purchase.",2024-07-23 00:00:00
66,927,553,4,"Very good product, minor improvements needed.",2023-05-24 00:00:00
67,750,333,4,"Nice product, met my expectations.",2024-10-14 00:00:00
68,168,317,3,"Fair quality, could be better.",2024-11-24 00:00:00
69,541,456,4,"Very good product, minor improvements needed.",2024-08-15 00:00:00
70,762,641,1,"Extremely disappointed, returning it.",2023-08-31 00:00:00
71,497,139,5,"Fantastic product, very satisfied!",2024-02-24 00:00:00
72,191,85,5,"Amazing product, worth every penny!",2024-07-31 00:00:00
73,435,242,4,"Nice product, met my expectations.",2023-04-15 00:00:00
74,700,429,1,"Complete waste, avoid this product.",2024-05-31 00:00:00
75,504,109,4,"Good value for money, would recommend.",2024-08-07 00:00:00
76,462,664,5,Superb quality and fast delivery.,2024-08-13 00:00:00
77,631,7,4,"Very good product, minor improvements needed.",2023-03-23 00:00:00
78,987,235,3,"Fair quality, could be better.",2024-03-13 00:00:00
79,604,528,3,"It's okay, meets basic requirements.",2023-07-02 00:00:00
80,764,257,5,Absolutely love it! Will buy again.,2023-11-07 00:00:00
81,141,14,4,"Good value for money, would recommend.",2024-04-27 00:00:00
82,638,699,5,Perfect! Exactly what I was looking for.,2024-10-03 00:00:00
83,761,293,4,"Good value for money, would recommend.",2023-10-05 00:00:00
84,883,358,2,Not satisfied with my purchase.,2023-09-28 00:00:00
85,942,529,4,"Nice product, met my expectations.",2024-10-20 00:00:00
86,733,413,2,Poor quality for the price.,2023-08-18 00:00:00
87,445,514,4,"Nice product, met my expectations.",2023-01-28 00:00:00
88,729,329,4,"Good value for money, would recommend.",2023-04-30 00:00:00
89,549,204,5,"Outstanding quality, highly recommended!",2024-11-22 00:00:00
90,27,551,5,Superb quality and fast delivery.,2024-11-12 00:00:00
91,637,508,5,"Amazing product, worth every penny!",2024-05-07 00:00:00
92,245,289,4,"Good value for money, would recommend.",2024-11-28 00:00:00
93,595,94,2,Disappointed with the quality.,2023-01-18 00:00:00
94,601,53,5,Best purchase I've made in a long time!,2024-07-04 00:00:00
95,823,180,5,Superb quality and fast delivery.,2024-11-18 00:00:00
96,683,534,5,"Amazing product, worth every penny!",2023-09-30 00:00:00
97,7,144,4,Happy with this purchase overall.,2023-06-06 00:00:00
98,522,664,3,"Acceptable, but not impressed.",2023-06-23 00:00:00
99,762,585,1,Worst purchase ever made.,2024-01-15 00:00:00
100,746,457,4,"Nice product, met my expectations.",2024-08-11 00:00:00
101,968,616,5,Perfect! Exactly what I was looking for.,2024-05-07 00:00:00
102,597,146,5,Best purchase I've made in a long time!,2023-09-08 00:00:00
103,330,312,5,Perfect! Exactly what I was looking for.,2024-05-04 00:00:00
104,366,699,5,Perfect! Exactly what I was looking for.,2024-07-24 00:00:00
105,330,315,4,"Very good product, minor improvements needed.",2024-07-24 00:00:00
106,202,651,4,"Very good product, minor improvements needed.",2023-05-21 00:00:00
107,23,622,5,Superb quality and fast delivery.,2024-03-24 00:00:00
108,953,284,4,"Solid product, does what it promises.",2024-10-03 00:00:00
109,889,315,5,Excellent product! Exceeded my expectations.,2023-09-09 00:00:00
110,202,183,4,"Quality is good, delivery was fast.",2023-06-20 00:00:00
111,746,387,4,"Nice product, met my expectations.",2024-06-23 00:00:00
112,612,493,5,Excellent product! Exceeded my expectations.,2024-05-04 00:00:00
113,891,300,4,"Great quality, happy with my purchase.",2024-02-02 00:00:00
114,423,538,4,"Great quality, happy with my purchase.",2024-02-15 00:00:00
115,542,698,5,Best purchase I've made in a long time!,2024-07-25 00:00:00
116,530,56,4,"Very good product, minor improvements needed.",2023-01-03 00:00:00
117,885,556,3,"It's okay, meets basic requirements.",2024-06-26 00:00:00
118,648,273,5,"Fantastic product, very satisfied!",2023-10-01 00:00:00
119,801,668,4,"Great quality, happy with my purchase.",2024-08-06 00:00:00
120,263,226,5,Perfect! Exactly what I was looking for.,2023-02-14 00:00:00
121,609,392,4,"Very good product, minor improvements needed.",2023-06-28 00:00:00
122,345,376,4,"Nice product, met my expectations.",2023-12-01 00:00:00
123,152,416,5,"Outstanding quality, highly recommended!",2023-02-09 00:00:00
124,871,113,5,Absolutely love it! Will buy again.,2023-04-21 00:00:00
125,592,411,4,"Very good product, minor improvements needed.",2023-04-22 00:00:00
126,193,547,2,Several issues with this item.,2024-05-14 00:00:00
127,137,68,5,"Fantastic product, very satisfied!",2023-04-05 00:00:00
128,679,217,1,"Awful quality, very unhappy.",2024-03-07 00:00:00
129,374,76,4,Happy with this purchase overall.,2024-02-27 00:00:00
130,169,677,5,Superb quality and fast delivery.,2024-07-15 00:00:00
131,63,342,4,"Great quality, happy with my purchase.",2023-11-04 00:00:00
132,914,523,1,"Awful quality, very unhappy.",2023-11-15 00:00:00
133,557,166,4,"Quality is good, delivery was fast.",2023-03-26 00:00:00
134,188,225,2,Would not recommend this product.,2024-01-23 00:00:00
135,611,700,1,"Complete waste, avoid this product.",2024-04-05 00:00:00
136,330,134,5,"Amazing product, worth every penny!",2023-06-03 00:00:00
137,327,88,4,Happy with this purchase overall.,2024-08-23 00:00:00
138,107,77,5,Absolutely love it! Will buy again.,2023-11-21 00:00:00
139,147,276,4,"Nice product, met my expectations.",2023-07-18 00:00:00
140,377,376,5,Perfect! Exactly what I was looking for.,2024-11-29 00:00:00
141,295,564,5,Superb quality and fast delivery.,2023-11-15 00:00:00
142,904,50,5,Absolutely love it! Will buy again.,2024-11-17 00:00:00
143,744,324,5,Superb quality and fast delivery.,2023-05-18 00:00:00
144,655,543,5,Perfect! Exactly what I was looking for.,2024-09-01 00:00:00
145,9,248,5,Excellent product! Exceeded my expectations.,2024-09-22 00:00:00
146,894,499,5,Absolutely love it! Will buy again.,2023-09-15 00:00:00
147,702,130,3,Decent product for the price.,2024-01-14 00:00:00
148,831,635,5,Perfect! Exactly what I was looking for.,2023-12-27 00:00:00
149,222,103,4,"Good value for money, would recommend.",2023-11-29 00:00:00
150,720,424,5,Perfect! Exactly what I was looking for.,2024-05-08 00:00:00
151,923,281,4,"Very good product, minor improvements needed.",2024-03-31 00:00:00
152,70,226,5,Superb quality and fast delivery.,2024-01-14 00:00:00
153,844,117,5,Superb quality and fast delivery.,2024-03-17 00:00:00
154,785,23,4,Happy with this purchase overall.,2023-03-27 00:00:00
155,101,608,2,Disappointed with the quality.,2023-11-18 00:00:00
156,671,98,3,Decent product for the price.,2023-03-09 00:00:00
157,452,667,3,"Acceptable, but not impressed.",2024-01-27 00:00:00
158,717,466,2,Poor quality for the price.,2024-10-15 00:00:00
159,479,299,5,Excellent product! Exceeded my expectations.,2024-11-02 00:00:00
160,953,279,5,Perfect! Exactly what I was looking for.,2023-07-06 00:00:00
161,430,654,2,Disappointed with the quality.,2023-12-06 00:00:00
162,837,693,4,"Quality is good, delivery was fast.",2023-09-28 00:00:00
163,157,22,4,Happy with this purchase overall.,2023-03-01 00:00:00
164,567,328,3,"Acceptable, but not impressed.",2023-12-10 00:00:00
165,649,299,5,Best purchase I've made in a long time!,2024-10-02 00:00:00
166,637,441,5,Excellent product! Exceeded my expectations.,2024-03-31 00:00:00
167,774,324,4,"Great quality, happy with my purchase.",2023-04-28 00:00:00
168,801,116,4,"Good value for money, would recommend.",2024-02-18 00:00:00
169,20,175,3,"It's okay, meets basic requirements.",2024-11-12 00:00:00
170,866,394,5,Perfect! Exactly what I was looking for.,2023-11-02 00:00:00
171,681,189,5,Perfect! Exactly what I was looking for.,2023-11-24 00:00:00
172,341,179,5,"Outstanding quality, highly recommended!",2024-01-04 00:00:00
173,640,182,5,Best purchase I've made in a long time!,2023-06-01 00:00:00
174,636,508,5,"Outstanding quality, highly recommended!",2023-05-10 00:00:00
175,622,222,5,Superb quality and fast delivery.,2023-05-27 00:00:00
176,511,556,2,Several issues with this item.,2024-03-02 00:00:00
177,914,510,4,"Solid product, does what it promises.",2023-08-07 00:00:00
178,103,325,3,"Average product, nothing special.",2024-01-13 00:00:00
179,669,329,4,"Very good product, minor improvements needed.",2023-04-22 00:00:00
180,425,197,5,Superb quality and fast delivery.,2024-06-26 00:00:00
181,604,437,4,"Nice product, met my expectations.",2023-11-27 00:00:00
182,783,301,3,"Works as described, nothing more.",2024-11-26 00:00:00
183,269,337,5,"Amazing product, worth every penny!",2023-06-21 00:00:00
184,62,288,4,"Very good product, minor improvements needed.",2023-03-01 00:00:00
185,708,374,4,Happy with this purchase overall.,2024-05-31 00:00:00
186,315,534,4,"Very good product, minor improvements needed.",2023-05-08 00:00:00
187,862,27,4,"Solid product, does what it promises.",2023-06-07 00:00:00
188,576,248,4,Happy with this purchase overall.,2024-11-22 00:00:00
189,503,44,4,Happy with this purchase overall.,2023-02-03 00:00:00
190,344,262,4,"Nice product, met my expectations.",2024-06-11 00:00:00
191,541,516,4,"Solid product, does what it promises.",2024-11-12 00:00:00
192,299,294,2,"Not as described, below expectations.",2023-08-29 00:00:00
193,479,531,5,Best purchase I've made in a long time!,2024-04-17 00:00:00
194,414,198,4,Happy with this purchase overall.,2024-09-25 00:00:00
195,944,329,5,Best purchase I've made in a long time!,2024-02-02 00:00:00
196,320,611,4,"Very good product, minor improvements needed.",2023-04-24 00:00:00
197,724,586,4,"Very good product, minor improvements needed.",2023-12-07 00:00:00
198,848,384,4,Happy with this purchase overall.,2024-10-13 00:00:00
199,15,371,5,Absolutely love it! Will buy again.,2023-03-03 00:00:00
200,563,278,5,"Outstanding quality, highly recommended!",2023-06-20 00:00:00
201,527,20,5,Excellent product! Exceeded my expectations.,2024-09-22 00:00:00
202,406,117,5,Superb quality and fast delivery.,2023-11-17 00:00:00
203,830,181,4,"Quality is good, delivery was fast.",2023-05-15 00:00:00
204,345,18,5,"Outstanding quality, highly recommended!",2023-03-14 00:00:00
205,919,157,5,Perfect! Exactly what I was looking for.,2023-07-25 00:00:00
206,153,509,5,Excellent product! Exceeded my expectations.,2024-02-11 00:00:00
207,379,182,4,"Very good product, minor improvements needed.",2023-12-30 00:00:00
208,229,83,3,"Acceptable, but not impressed.",2024-06-03 00:00:00
209,224,474,5,Excellent product! Exceeded my expectations.,2023-10-15 00:00:00
210,621,254,5,"Outstanding quality, highly recommended!",2024-07-04 00:00:00
211,169,446,4,"Good value for money, would recommend.",2024-10-01 00:00:00
212,287,51,2,Not satisfied with my purchase.,2024-07-29 00:00:00
213,79,137,5,Superb quality and fast delivery.,2023-02-21 00:00:00
214,181,494,5,"Outstanding quality, highly recommended!",2024-04-29 00:00:00
215,828,323,5,"Fantastic product, very satisfied!",2023-06-16 00:00:00
216,160,388,3,"Fair quality, could be better.",2024-04-15 00:00:00
217,355,684,5,"Outstanding quality, highly recommended!",2024-03-03 00:00:00
218,412,543,5,Perfect! Exactly what I was looking for.,2023-09-02 00:00:00
219,321,648,2,"Not as described, below expectations.",2023-06-05 00:00:00
220,451,671,4,"Solid product, does what it promises.",2024-02-14 00:00:00
221,356,134,5,"Fantastic product, very satisfied!",2024-02-16 00:00:00
222,567,620,5,Perfect! Exactly what I was looking for.,2023-06-09 00:00:00
223,161,20,3,"Works as described, nothing more.",2024-11-03 00:00:00
224,267,481,2,Would not recommend this product.,2023-12-11 00:00:00
225,547,113,3,"Acceptable, but not impressed.",2023-12-11 00:00:00
226,511,327,4,"Great quality, happy with my purchase.",2023-09-24 00:00:00
227,16,685,4,"Very good product, minor improvements needed.",2023-09-16 00:00:00
228,829,526,4,"Good value for money, would recommend.",2024-01-27 00:00:00
229,81,551,3,"It's okay, meets basic requirements.",2024-07-04 00:00:00
230,864,401,5,Excellent product! Exceeded my expectations.,2024-02-07 00:00:00
231,232,394,4,"Very good product, minor improvements needed.",2024-08-12 00:00:00
232,24,508,5,Absolutely love it! Will buy again.,2023-09-17 00:00:00
233,443,681,4,"Solid product, does what it promises.",2024-09-15 00:00:00
234,816,599,5,"Outstanding quality, highly recommended!",2023-07-22 00:00:00
235,875,533,5,"Outstanding quality, highly recommended!",2024-08-25 00:00:00
236,123,479,5,Excellent product! Exceeded my expectations.,2024-01-31 00:00:00
237,347,229,5,Superb quality and fast delivery.,2024-03-01 00:00:00
238,178,63,4,"Very good product, minor improvements needed.",2024-04-01 00:00:00
239,663,538,5,"Fantastic product, very satisfied!",2024-03-12 00:00:00
240,274,244,5,Best purchase I've made in a long time!,2023-10-16 00:00:00
241,322,687,4,"Very good product, minor improvements needed.",2024-11-28 00:00:00
242,150,434,4,"Quality is good, delivery was fast.",2024-05-24 00:00:00
243,124,181,3,"Average product, nothing special.",2023-09-17 00:00:00
244,947,446,5,Best purchase I've made in a long time!,2023-11-13 00:00:00
245,530,478,4,"Good value for money, would recommend.",2023-03-22 00:00:00
246,158,372,3,"It's okay, meets basic requirements.",2024-08-28 00:00:00
247,214,567,5,Superb quality and fast delivery.,2024-05-10 00:00:00
248,646,278,4,"Quality is good, delivery was fast.",2024-03-16 00:00:00
249,560,378,5,Superb quality and fast delivery.,2023-07-30 00:00:00
250,946,152,5,Excellent product! Exceeded my expectations.,2023-12-22 00:00:00
251,244,496,5,"Amazing product, worth every penny!",2023-06-25 00:00:00
252,481,187,5,Excellent product! Exceeded my expectations.,2024-02-12 00:00:00
253,61,507,4,"Nice product, met my expectations.",2023-10-18 00:00:00
254,670,63,5,"Fantastic product, very satisfied!",2023-10-23 00:00:00
255,382,92,4,"Solid product, does what it promises.",2023-02-14 00:00:00
256,295,631,5,Absolutely love it! Will buy again.,2024-07-14 00:00:00
257,612,417,4,Happy with this purchase overall.,2023-06-29 00:00:00
258,961,26,4,"Solid product, does what it promises.",2024-01-13 00:00:00
259,340,262,5,"Fantastic product, very satisfied!",2023-03-08 00:00:00
260,196,367,5,Absolutely love it! Will buy again.,2023-01-15 00:00:00
261,581,574,5,"Fantastic product, very satisfied!",2023-06-03 00:00:00
262,650,35,5,Superb quality and fast delivery.,2023-08-07 00:00:00
263,304,572,5,Absolutely love it! Will buy again.,2024-11-01 00:00:00
264,587,553,4,"Solid product, does what it promises.",2024-09-04 00:00:00
265,102,700,3,"Works as described, nothing more.",2023-07-17 00:00:00
266,346,378,5,Best purchase I've made in a long time!,2023-12-04 00:00:00
267,972,200,4,"Very good product, minor improvements needed.",2023-07-17 00:00:00
268,584,310,1,"Very poor quality, do not buy.",2023-03-07 00:00:00
269,399,269,4,"Quality is good, delivery was fast.",2024-07-18 00:00:00
270,990,667,3,"Fair quality, could be better.",2024-01-04 00:00:00
271,511,385,4,"Quality is good, delivery was fast.",2023-01-27 00:00:00
272,30,182,3,"It's okay, meets basic requirements.",2023-09-19 00:00:00
273,520,262,5,"Amazing product, worth every penny!",2024-03-09 00:00:00
274,538,582,4,"Quality is good, delivery was fast.",2023-07-14 00:00:00
275,940,177,4,"Great quality, happy with my purchase.",2023-12-30 00:00:00
276,415,355,3,"Works as described, nothing more.",2023-10-17 00:00:00
277,836,454,4,"Great quality, happy with my purchase.",2024-04-14 00:00:00
278,732,16,5,Perfect! Exactly what I was looking for.,2023-05-26 00:00:00
279,745,661,4,"Nice product, met my expectations.",2024-03-25 00:00:00
280,616,314,3,"Works as described, nothing more.",2024-11-02 00:00:00
281,549,41,3,"Average product, nothing special.",2024-03-22 00:00:00
282,719,449,4,"Good value for money, would recommend.",2023-06-03 00:00:00
283,211,303,4,"Great quality, happy with my purchase.",2024-10-25 00:00:00
284,962,127,3,"Fair quality, could be better.",2023-09-18 00:00:00
285,617,104,1,Worst purchase ever made.,2024-03-13 00:00:00
286,497,197,4,"Solid product, does what it promises.",2023-03-02 00:00:00
287,282,18,5,Superb quality and fast delivery.,2024-08-13 00:00:00
288,226,577,5,Perfect! Exactly what I was looking for.,2023-02-27 00:00:00
289,532,544,5,Perfect! Exactly what I was looking for.,2023-08-19 00:00:00
290,228,352,4,"Solid product, does what it promises.",2023-04-05 00:00:00
291,312,251,4,"Nice product, met my expectations.",2023-03-29 00:00:00
292,234,520,4,"Nice product, met my expectations.",2023-03-22 00:00:00
293,936,31,4,"Very good product, minor improvements needed.",2024-07-14 00:00:00
294,974,648,4,Happy with this purchase overall.,2023-09-09 00:00:00
295,198,350,4,"Very good product, minor improvements needed.",2024-05-23 00:00:00
296,148,214,2,Would not recommend this product.,2024-03-05 00:00:00
297,286,674,5,Superb quality and fast delivery.,2024-10-10 00:00:00
298,135,581,5,Perfect! Exactly what I was looking for.,2024-01-26 00:00:00
299,20,211,4,Happy with this purchase overall.,2023-08-31 00:00:00
300,290,540,4,"Very good product, minor improvements needed.",2023-11-25 00:00:00
301,614,106,4,"Great quality, happy with my purchase.",2023-12-31 00:00:00
302,234,67,5,Absolutely love it! Will buy again.,2023-01-14 00:00:00
303,347,22,5,"Fantastic product, very satisfied!",2024-05-10 00:00:00
304,877,273,3,"Average product, nothing special.",2023-05-15 00:00:00
305,653,358,1,Worst purchase ever made.,2024-04-28 00:00:00
306,207,416,4,"Good value for money, would recommend.",2023-12-01 00:00:00
307,637,333,4,Happy with this purchase overall.,2024-01-07 00:00:00
308,398,82,4,"Good value for money, would recommend.",2024-03-27 00:00:00
309,599,524,4,Happy with this purchase overall.,2023-08-29 00:00:00
310,336,412,5,Absolutely love it! Will buy again.,2024-10-06 00:00:00
311,986,361,5,Best purchase I've made in a long time!,2023-07-16 00:00:00
312,590,411,4,"Great quality, happy with my purchase.",2023-07-08 00:00:00
313,529,493,4,"Good value for money, would recommend.",2024-01-08 00:00:00
314,524,232,4,"Quality is good, delivery was fast.",2024-07-20 00:00:00
315,118,152,5,Perfect! Exactly what I was looking for.,2024-02-02 00:00:00
316,111,17,5,Excellent product! Exceeded my expectations.,2023-04-23 00:00:00
317,627,369,5,Perfect! Exactly what I was looking for.,2024-02-05 00:00:00
318,307,99,4,"Nice product, met my expectations.",2024-01-31 00:00:00
319,705,609,2,Poor quality for the price.,2023-04-06 00:00:00
320,107,211,5,"Amazing product, worth every penny!",2023-09-11 00:00:00
321,819,659,3,Decent product for the price.,2024-05-14 00:00:00
322,269,609,1,"Extremely disappointed, returning it.",2023-03-01 00:00:00
323,554,54,3,"Acceptable, but not impressed.",2023-04-06 00:00:00
324,275,463,4,"Great quality, happy with my purchase.",2024-03-10 00:00:00
325,286,289,4,"Solid product, does what it promises.",2024-08-21 00:00:00
326,180,274,2,Disappointed with the quality.,2023-04-02 00:00:00
327,763,450,5,"Fantastic product, very satisfied!",2024-01-03 00:00:00
328,431,200,5,"Fantastic product, very satisfied!",2023-04-26 00:00:00
329,245,611,5,"Amazing product, worth every penny!",2023-02-04 00:00:00
330,863,254,5,Excellent product! Exceeded my expectations.,2023-01-15 00:00:00
331,970,408,3,"Acceptable, but not impressed.",2023-03-30 00:00:00
332,839,7,4,"Quality is good, delivery was fast.",2024-07-17 00:00:00
333,318,189,5,Excellent product! Exceeded my expectations.,2023-12-24 00:00:00
334,897,424,4,"Great quality, happy with my purchase.",2023-11-11 00:00:00
335,779,128,4,"Very good product, minor improvements needed.",2024-11-11 00:00:00
336,669,328,5,"Amazing product, worth every penny!",2023-04-19 00:00:00
337,665,490,3,"Fair quality, could be better.",2024-09-15 00:00:00
338,387,67,2,Not satisfied with my purchase.,2023-03-28 00:00:00
339,922,18,3,"Fair quality, could be better.",2024-05-05 00:00:00
340,754,537,5,Absolutely love it! Will buy again.,2023-06-10 00:00:00
341,366,670,5,Perfect! Exactly what I was looking for.,2023-03-18 00:00:00
342,952,684,4,Happy with this purchase overall.,2024-05-22 00:00:00
343,636,51,5,Perfect! Exactly what I was looking for.,2023-05-20 00:00:00
344,248,496,5,"Outstanding quality, highly recommended!",2023-07-24 00:00:00
345,953,11,4,Happy with this purchase overall.,2023-09-06 00:00:00
346,992,652,5,Superb quality and fast delivery.,2023-08-10 00:00:00
347,796,222,4,Happy with this purchase overall.,2024-08-12 00:00:00
348,466,425,4,"Solid product, does what it promises.",2024-07-27 00:00:00
349,965,336,4,"Good value for money, would recommend.",2024-07-20 00:00:00
350,39,314,2,Several issues with this item.,2024-06-26 00:00:00
351,756,103,5,"Outstanding quality, highly recommended!",2024-06-23 00:00:00
352,935,222,4,"Great quality, happy with my purchase.",2023-07-29 00:00:00
353,883,11,5,Superb quality and fast delivery.,2023-10-07 00:00:00
354,39,595,2,Would not recommend this product.,2024-01-17 00:00:00
355,795,535,5,Excellent product! Exceeded my expectations.,2023-08-19 00:00:00
356,90,358,5,"Outstanding quality, highly recommended!",2023-08-02 00:00:00
357,332,650,5,Excellent product! Exceeded my expectations.,2024-03-02 00:00:00
358,68,5,5,"Fantastic product, very satisfied!",2024-02-17 00:00:00
359,377,629,5,"Amazing product, worth every penny!",2023-12-16 00:00:00
360,365,592,4,"Good value for money, would recommend.",2024-01-09 00:00:00
361,349,193,4,Happy with this purchase overall.,2024-04-11 00:00:00
362,259,595,4,"Good value for money, would recommend.",2023-04-02 00:00:00
363,465,699,4,"Nice product, met my expectations.",2023-11-19 00:00:00
364,322,425,5,Excellent product! Exceeded my expectations.,2023-10-30 00:00:00
365,795,695,4,"Great quality, happy with my purchase.",2023-09-20 00:00:00
366,481,264,5,"Fantastic product, very satisfied!",2024-05-12 00:00:00
367,603,286,4,"Good value for money, would recommend.",2024-04-30 00:00:00
368,174,447,3,"Acceptable, but not impressed.",2023-11-27 00:00:00
369,361,363,5,Absolutely love it! Will buy again.,2023-02-28 00:00:00
370,458,72,3,"It's okay, meets basic requirements.",2023-01-12 00:00:00
371,463,650,5,"Outstanding quality, highly recommended!",2024-01-20 00:00:00
372,1,469,4,"Solid product, does what it promises.",2023-03-18 00:00:00
373,535,695,2,Not satisfied with my purchase.,2023-06-29 00:00:00
374,350,674,5,Excellent product! Exceeded my expectations.,2024-04-17 00:00:00
375,360,42,3,"It's okay, meets basic requirements.",2024-02-28 00:00:00
376,60,365,5,Perfect! Exactly what I was looking for.,2024-10-11 00:00:00
377,757,692,3,"Works as described, nothing more.",2024-01-28 00:00:00
378,900,559,2,Not satisfied with my purchase.,2023-11-09 00:00:00
379,150,29,3,"Fair quality, could be better.",2023-05-01 00:00:00
380,120,75,5,"Amazing product, worth every penny!",2024-08-25 00:00:00
381,270,557,5,Best purchase I've made in a long time!,2023-07-15 00:00:00
382,772,506,4,"Good value for money, would recommend.",2024-11-08 00:00:00
383,921,159,3,"Acceptable, but not impressed.",2023-11-27 00:00:00
384,303,105,4,"Good value for money, would recommend.",2023-06-02 00:00:00
385,425,459,5,Excellent product! Exceeded my expectations.,2024-01-12 00:00:00
386,207,324,5,Perfect! Exactly what I was looking for.,2023-10-08 00:00:00
387,327,492,4,"Good value for money, would recommend.",2024-03-18 00:00:00
388,412,167,4,"Good value for money, would recommend.",2023-08-25 00:00:00
389,770,349,4,"Very good product, minor improvements needed.",2023-12-30 00:00:00
390,541,502,3,"It's okay, meets basic requirements.",2024-05-04 00:00:00
391,566,209,3,"Fair quality, could be better.",2024-10-01 00:00:00
392,590,539,4,"Good value for money, would recommend.",2023-05-17 00:00:00
393,665,528,5,Superb quality and fast delivery.,2024-11-13 00:00:00
394,28,209,5,Perfect! Exactly what I was looking for.,2024-05-24 00:00:00
395,369,172,5,Excellent product! Exceeded my expectations.,2024-09-03 00:00:00
396,608,386,4,"Good value for money, would recommend.",2023-03-23 00:00:00
397,868,163,5,"Outstanding quality, highly recommended!",2024-11-21 00:00:00
398,901,397,4,"Great quality, happy with my purchase.",2023-10-31 00:00:00
