id,customer_id,product_id,quantity,total_amount,order_date,status,payment_method
65,21,363,2,157.69,2024-09-22 00:00:00,completed,bank_transfer
66,22,610,2,446.41,2024-10-07 00:00:00,completed,credit_card
67,22,218,3,1163.7,2023-06-19 00:00:00,completed,credit_card
68,22,452,1,134.89,2024-04-02 00:00:00,cancelled,credit_card
69,22,102,1,332.22,2024-05-16 00:00:00,completed,paypal
70,24,489,3,273.97,2024-11-21 00:00:00,completed,paypal
71,24,515,1,199.39,2023-07-19 00:00:00,shipped,debit_card
72,24,654,1,359.04,2023-04-13 00:00:00,shipped,credit_card
73,24,644,2,913.0,2024-11-01 00:00:00,completed,paypal
74,24,596,1,226.1,2023-08-18 00:00:00,completed,debit_card
75,24,400,1,137.96,2024-05-14 00:00:00,completed,debit_card
76,24,243,1,19.92,2023-03-09 00:00:00,completed,paypal
77,24,277,2,754.28,2023-08-09 00:00:00,completed,debit_card
78,25,116,1,343.57,2023-03-06 00:00:00,shipped,debit_card
79,26,306,1,188.35,2024-11-08 00:00:00,completed,credit_card
80,26,571,3,1173.62,2023-09-01 00:00:00,completed,credit_card
81,27,598,1,349.33,2024-02-04 00:00:00,completed,credit_card
82,27,279,3,245.85,2023-07-20 00:00:00,completed,debit_card
83,28,149,3,816.86,2024-01-18 00:00:00,shipped,credit_card
84,29,237,1,132.3,2024-01-22 00:00:00,completed,paypal
85,29,141,1,262.25,2024-02-23 00:00:00,completed,credit_card
86,29,501,3,774.4,2024-04-14 00:00:00,shipped,paypal
87,29,122,1,106.44,2024-08-27 00:00:00,completed,debit_card
88,29,610,1,463.79,2023-03-12 00:00:00,completed,credit_card
89,29,494,3,807.32,2023-09-11 00:00:00,cancelled,debit_card
90,29,203,1,201.45,2024-10-24 00:00:00,completed,credit_card
91,29,238,1,413.27,2024-07-29 00:00:00,completed,debit_card
92,29,293,1,120.16,2023-06-09 00:00:00,completed,paypal
93,29,606,1,482.91,2024-06-05 00:00:00,shipped,credit_card
94,30,407,2,671.33,2024-04-14 00:00:00,completed,credit_card
95,30,24,2,544.35,2024-01-15 00:00:00,completed,credit_card
96,31,586,1,66.26,2023-02-07 00:00:00,completed,debit_card
97,31,268,3,277.98,2023-01-23 00:00:00,shipped,credit_card
98,31,656,1,109.3,2024-03-04 00:00:00,completed,credit_card
99,32,453,2,841.2,2024-04-22 00:00:00,completed,credit_card
100,32,529,1,15.76,2023-01-26 00:00:00,completed,credit_card
101,32,188,2,629.73,2023-07-13 00:00:00,shipped,bank_transfer
102,32,251,1,298.39,2024-03-18 00:00:00,shipped,credit_card
103,32,605,1,406.46,2024-10-23 00:00:00,completed,credit_card
104,32,218,1,361.4,2023-03-19 00:00:00,cancelled,credit_card
105,33,109,2,133.24,2024-06-03 00:00:00,completed,credit_card
106,33,38,3,603.61,2024-09-04 00:00:00,completed,credit_card
107,33,557,2,339.98,2023-04-20 00:00:00,completed,credit_card
108,34,700,1,160.43,2023-12-02 00:00:00,completed,bank_transfer
109,35,91,5,823.81,2023-11-26 00:00:00,completed,debit_card
110,36,462,2,559.17,2024-01-13 00:00:00,completed,credit_card
111,36,329,2,292.18,2024-07-07 00:00:00,completed,credit_card
112,37,336,2,29.24,2024-03-11 00:00:00,completed,debit_card
113,37,305,1,57.35,2024-06-10 00:00:00,completed,bank_transfer
114,37,38,1,73.5,2024-02-29 00:00:00,completed,debit_card
115,37,55,2,149.02,2023-05-02 00:00:00,completed,credit_card
116,37,670,1,480.28,2023-06-09 00:00:00,completed,debit_card
117,37,546,2,977.82,2023-09-03 00:00:00,completed,credit_card
118,37,579,3,159.07,2023-05-31 00:00:00,completed,debit_card
119,37,46,1,226.27,2023-09-09 00:00:00,completed,debit_card
120,37,401,1,72.75,2024-10-29 00:00:00,cancelled,paypal
121,37,672,1,452.78,2023-10-21 00:00:00,completed,debit_card
122,38,15,1,113.08,2024-07-12 00:00:00,completed,credit_card
123,38,397,1,52.45,2023-01-01 00:00:00,completed,debit_card
124,39,334,4,1924.1,2024-03-10 00:00:00,completed,credit_card
125,39,21,5,905.81,2024-10-16 00:00:00,processing,debit_card
126,39,234,1,91.61,2024-03-17 00:00:00,completed,paypal
127,39,171,2,436.48,2023-02-27 00:00:00,completed,debit_card
128,39,476,1,490.86,2023-10-24 00:00:00,completed,debit_card
129,40,234,1,29.13,2024-06-28 00:00:00,completed,debit_card
130,40,197,1,482.35,2024-04-06 00:00:00,completed,debit_card
131,40,102,3,1014.03,2024-01-29 00:00:00,completed,debit_card
132,40,20,4,1489.97,2023-08-17 00:00:00,completed,paypal
133,41,157,2,766.47,2024-08-04 00:00:00,completed,debit_card
134,42,295,1,403.69,2024-08-10 00:00:00,completed,debit_card
135,42,202,1,415.6,2023-03-18 00:00:00,completed,paypal
136,42,429,2,909.02,2023-12-27 00:00:00,processing,credit_card
137,42,467,1,345.87,2023-05-28 00:00:00,completed,paypal
138,43,101,1,499.32,2024-05-03 00:00:00,completed,credit_card
139,44,55,1,460.85,2024-04-02 00:00:00,shipped,credit_card
140,44,172,1,72.86,2024-07-14 00:00:00,completed,credit_card
141,44,33,1,131.44,2024-11-04 00:00:00,completed,debit_card
142,44,246,1,494.02,2023-11-11 00:00:00,completed,debit_card
143,44,346,2,515.77,2024-07-16 00:00:00,completed,paypal
144,44,541,2,689.08,2024-09-21 00:00:00,cancelled,paypal
145,44,41,1,417.1,2023-06-18 00:00:00,completed,credit_card
146,45,438,1,236.42,2023-05-20 00:00:00,shipped,debit_card
147,46,374,2,360.3,2023-01-13 00:00:00,completed,debit_card
148,46,207,1,153.7,2023-11-10 00:00:00,completed,credit_card
149,47,88,1,170.14,2023-10-21 00:00:00,processing,debit_card
150,47,107,1,379.56,2023-08-31 00:00:00,completed,credit_card
151,47,123,2,545.4,2024-09-14 00:00:00,completed,paypal
152,48,523,1,80.92,2023-11-01 00:00:00,completed,debit_card
153,48,365,2,769.23,2024-10-23 00:00:00,completed,credit_card
154,49,610,3,1213.03,2023-01-08 00:00:00,completed,debit_card
155,49,14,1,226.17,2023-04-17 00:00:00,completed,credit_card
156,49,318,1,261.65,2024-08-19 00:00:00,completed,debit_card
157,49,323,1,334.72,2024-05-01 00:00:00,completed,credit_card
158,49,686,1,397.24,2024-04-24 00:00:00,completed,credit_card
159,49,415,1,272.53,2024-04-02 00:00:00,completed,credit_card
160,49,77,1,398.62,2024-05-02 00:00:00,completed,debit_card
161,49,371,1,266.06,2024-06-13 00:00:00,completed,credit_card
162,50,214,2,443.61,2023-12-08 00:00:00,completed,paypal
163,50,280,3,286.88,2024-10-29 00:00:00,completed,credit_card
164,51,183,1,408.68,2023-08-30 00:00:00,completed,credit_card
165,51,33,1,484.64,2024-09-17 00:00:00,completed,credit_card
166,51,572,1,333.09,2023-05-09 00:00:00,completed,credit_card
167,51,552,1,485.31,2024-05-23 00:00:00,completed,credit_card
168,52,504,2,851.26,2024-04-22 00:00:00,completed,credit_card
169,52,514,2,532.69,2024-09-22 00:00:00,completed,credit_card
170,52,232,2,595.02,2024-09-06 00:00:00,completed,debit_card
171,52,253,2,22.73,2023-08-23 00:00:00,completed,credit_card
172,52,523,5,433.03,2023-06-14 00:00:00,completed,credit_card
173,52,369,4,1143.74,2024-05-22 00:00:00,completed,paypal
174,52,647,3,1252.37,2024-08-06 00:00:00,completed,credit_card
175,53,30,1,421.51,2023-06-25 00:00:00,completed,credit_card
176,54,91,2,481.8,2024-06-20 00:00:00,completed,debit_card
177,54,498,1,363.98,2024-11-21 00:00:00,completed,credit_card
178,54,119,2,321.62,2024-11-07 00:00:00,completed,debit_card
179,54,516,1,203.71,2023-09-17 00:00:00,completed,paypal
180,54,410,1,373.53,2023-07-09 00:00:00,completed,debit_card
181,54,138,2,347.78,2023-06-29 00:00:00,completed,credit_card
182,54,432,2,349.26,2023-12-13 00:00:00,completed,debit_card
183,55,54,1,425.95,2023-09-03 00:00:00,completed,paypal
184,55,182,1,64.58,2023-05-15 00:00:00,completed,credit_card
185,55,27,2,576.9,2024-09-09 00:00:00,completed,debit_card
186,55,317,2,818.84,2024-01-09 00:00:00,completed,credit_card
187,55,30,3,1303.39,2024-11-03 00:00:00,completed,credit_card
188,55,223,1,380.26,2024-05-29 00:00:00,completed,credit_card
189,57,260,1,86.66,2024-03-14 00:00:00,completed,credit_card
190,57,648,1,128.31,2024-10-12 00:00:00,completed,debit_card
191,58,329,1,93.12,2023-12-15 00:00:00,completed,credit_card
192,59,10,4,382.5,2023-12-14 00:00:00,completed,paypal
193,60,20,1,51.63,2023-06-21 00:00:00,completed,credit_card
194,61,436,1,57.5,2024-11-21 00:00:00,completed,bank_transfer
195,61,48,2,414.86,2024-04-02 00:00:00,completed,debit_card
196,61,7,1,63.27,2023-08-07 00:00:00,completed,credit_card
197,61,127,1,152.41,2023-01-09 00:00:00,completed,paypal
198,61,348,3,529.31,2024-06-07 00:00:00,completed,debit_card
199,61,641,1,476.73,2023-09-17 00:00:00,completed,credit_card
200,62,8,1,409.95,2024-04-15 00:00:00,completed,credit_card
201,62,80,1,428.68,2023-10-23 00:00:00,completed,credit_card
202,62,180,3,341.96,2023-10-18 00:00:00,completed,bank_transfer
203,63,571,3,351.56,2023-01-24 00:00:00,completed,paypal
204,63,585,1,298.69,2024-05-24 00:00:00,completed,credit_card
205,64,285,2,988.85,2023-11-26 00:00:00,completed,credit_card
206,64,342,3,1171.1,2023-10-11 00:00:00,completed,debit_card
207,64,688,1,449.84,2023-08-05 00:00:00,completed,debit_card
208,65,614,1,316.59,2024-11-18 00:00:00,completed,bank_transfer
209,65,435,1,289.78,2023-04-07 00:00:00,completed,debit_card
210,65,597,4,251.83,2024-01-16 00:00:00,completed,debit_card
211,66,555,2,426.11,2024-02-08 00:00:00,completed,credit_card
212,66,307,1,416.43,2024-10-15 00:00:00,completed,credit_card
213,66,40,2,476.19,2023-04-20 00:00:00,completed,debit_card
214,67,621,1,41.72,2023-08-17 00:00:00,completed,credit_card
215,67,28,3,146.81,2024-10-15 00:00:00,completed,debit_card
216,67,295,1,444.25,2023-08-08 00:00:00,completed,debit_card
217,67,664,4,1967.04,2023-10-17 00:00:00,completed,credit_card
218,68,212,2,657.42,2023-04-28 00:00:00,completed,bank_transfer
219,68,633,1,106.21,2024-10-15 00:00:00,completed,credit_card
220,68,235,1,362.12,2024-09-03 00:00:00,completed,credit_card
221,69,77,2,268.74,2024-01-25 00:00:00,shipped,debit_card
222,70,309,1,173.33,2024-08-08 00:00:00,completed,credit_card
223,70,181,2,371.33,2023-11-22 00:00:00,completed,credit_card
224,70,360,1,122.56,2023-03-24 00:00:00,completed,debit_card
225,70,367,3,1426.23,2024-04-21 00:00:00,completed,paypal
226,70,256,1,109.96,2023-06-14 00:00:00,completed,credit_card
227,70,574,2,559.69,2024-08-21 00:00:00,completed,credit_card
228,70,367,2,969.39,2023-06-17 00:00:00,completed,debit_card
229,70,93,2,81.45,2023-07-31 00:00:00,completed,credit_card
230,70,187,3,838.93,2023-06-17 00:00:00,completed,debit_card
231,70,469,2,90.11,2023-06-01 00:00:00,completed,debit_card
232,71,145,2,292.64,2023-11-19 00:00:00,cancelled,credit_card
233,71,360,1,222.74,2024-12-01 00:00:00,completed,debit_card
234,71,335,2,211.75,2023-02-12 00:00:00,completed,paypal
235,72,19,1,357.89,2024-11-26 00:00:00,completed,debit_card
236,73,282,3,1199.93,2024-07-04 00:00:00,completed,credit_card
237,73,77,3,909.58,2024-07-16 00:00:00,shipped,credit_card
238,73,671,2,309.74,2024-08-05 00:00:00,completed,debit_card
239,73,147,2,318.42,2023-12-31 00:00:00,shipped,credit_card
240,73,394,1,175.68,2024-04-30 00:00:00,completed,credit_card
241,73,618,1,337.21,2024-10-25 00:00:00,completed,credit_card
242,74,592,2,448.95,2024-11-04 00:00:00,completed,paypal
243,75,564,3,632.83,2023-10-06 00:00:00,completed,credit_card
244,75,431,1,24.45,2024-10-01 00:00:00,completed,credit_card
245,75,133,1,68.71,2023-03-15 00:00:00,cancelled,debit_card
246,75,481,1,395.96,2023-06-11 00:00:00,completed,credit_card
247,75,534,5,1349.41,2023-05-18 00:00:00,completed,debit_card
248,76,12,1,297.78,2023-06-02 00:00:00,completed,bank_transfer
249,76,69,3,1422.85,2024-09-29 00:00:00,shipped,credit_card
250,76,302,2,813.83,2023-05-04 00:00:00,completed,debit_card
251,76,219,1,52.01,2023-06-02 00:00:00,processing,debit_card
252,76,102,1,355.27,2024-10-18 00:00:00,shipped,credit_card
253,76,124,2,212.16,2023-10-02 00:00:00,completed,credit_card
254,76,470,2,207.4,2023-10-24 00:00:00,completed,paypal
255,77,459,3,742.04,2023-04-01 00:00:00,completed,credit_card
256,77,405,5,779.3,2023-04-07 00:00:00,shipped,debit_card
257,79,183,1,63.37,2023-11-10 00:00:00,completed,debit_card
258,80,448,1,475.42,2024-03-11 00:00:00,cancelled,credit_card
259,80,12,1,318.27,2023-02-23 00:00:00,cancelled,credit_card
260,80,512,1,245.44,2024-11-30 00:00:00,completed,paypal
261,80,567,1,126.47,2024-06-10 00:00:00,completed,credit_card
262,80,341,1,54.57,2023-05-17 00:00:00,completed,credit_card
263,80,119,1,436.76,2023-07-16 00:00:00,completed,credit_card
264,81,96,1,45.8,2024-04-16 00:00:00,shipped,debit_card
265,82,623,2,868.97,2024-09-20 00:00:00,completed,paypal
266,82,206,1,246.15,2024-03-07 00:00:00,completed,paypal
267,82,637,2,838.28,2023-06-13 00:00:00,shipped,credit_card
268,82,85,3,990.26,2024-02-09 00:00:00,completed,paypal
269,83,138,1,400.72,2023-02-26 00:00:00,completed,paypal
270,83,182,5,1550.38,2023-03-02 00:00:00,completed,credit_card
271,83,263,1,455.2,2024-03-26 00:00:00,completed,credit_card
272,83,233,1,296.43,2023-04-12 00:00:00,completed,credit_card
273,84,77,1,82.95,2024-05-06 00:00:00,completed,paypal
274,84,620,1,32.88,2024-03-17 00:00:00,completed,credit_card
275,85,557,1,209.97,2023-05-07 00:00:00,completed,credit_card
276,85,333,1,439.08,2024-10-11 00:00:00,completed,debit_card
277,86,292,1,413.08,2023-07-22 00:00:00,completed,credit_card
278,86,486,2,518.61,2024-11-02 00:00:00,completed,paypal
279,86,111,1,35.06,2023-03-17 00:00:00,completed,credit_card
280,86,459,1,184.2,2024-10-20 00:00:00,completed,credit_card
281,86,290,3,1454.4,2024-01-17 00:00:00,completed,credit_card
282,86,552,1,352.2,2023-01-22 00:00:00,completed,credit_card
283,86,506,2,534.08,2023-04-01 00:00:00,completed,credit_card
284,86,540,1,330.47,2024-06-06 00:00:00,completed,paypal
285,86,501,3,1135.4,2024-07-02 00:00:00,completed,credit_card
286,87,156,3,1131.51,2024-09-09 00:00:00,completed,paypal
287,87,130,1,498.97,2023-09-16 00:00:00,completed,credit_card
288,87,229,2,345.14,2023-07-14 00:00:00,completed,credit_card
289,87,103,1,357.15,2024-10-08 00:00:00,shipped,credit_card
290,87,452,1,232.22,2024-03-21 00:00:00,completed,debit_card
291,88,328,1,68.47,2024-03-09 00:00:00,processing,credit_card
292,88,192,1,401.15,2023-07-04 00:00:00,completed,credit_card
293,88,312,2,519.48,2024-06-24 00:00:00,completed,credit_card
294,89,609,1,369.8,2023-10-08 00:00:00,completed,debit_card
295,89,6,4,216.52,2023-03-28 00:00:00,completed,debit_card
296,90,662,2,243.35,2024-03-29 00:00:00,completed,credit_card
297,90,454,4,1269.16,2024-05-17 00:00:00,completed,credit_card
298,90,664,2,99.08,2023-11-17 00:00:00,completed,credit_card
299,90,345,1,32.35,2023-01-09 00:00:00,completed,debit_card
300,90,89,2,575.79,2023-11-22 00:00:00,completed,credit_card
301,90,635,1,17.69,2023-03-11 00:00:00,completed,credit_card
302,90,629,1,455.98,2024-09-28 00:00:00,completed,credit_card
303,91,549,2,125.39,2023-03-12 00:00:00,completed,credit_card
304,92,679,1,202.46,2023-01-17 00:00:00,completed,debit_card
305,92,461,1,349.08,2024-09-10 00:00:00,completed,credit_card
306,93,168,1,71.52,2023-05-01 00:00:00,completed,credit_card
307,94,117,3,1388.56,2023-07-15 00:00:00,completed,credit_card
308,94,588,1,24.01,2023-06-18 00:00:00,completed,credit_card
309,95,286,1,219.71,2023-11-27 00:00:00,completed,paypal
310,95,1,2,309.96,2023-10-05 00:00:00,completed,paypal
311,96,580,5,1747.2,2023-03-13 00:00:00,shipped,paypal
312,96,274,2,75.88,2024-02-12 00:00:00,completed,credit_card
313,96,117,3,1019.05,2023-08-01 00:00:00,completed,credit_card
314,96,614,1,146.32,2024-09-10 00:00:00,completed,credit_card
315,97,575,3,742.21,2024-03-03 00:00:00,completed,credit_card
316,97,496,1,253.85,2023-04-06 00:00:00,shipped,paypal
317,97,293,1,93.04,2024-04-21 00:00:00,shipped,credit_card
318,98,511,1,463.69,2024-10-28 00:00:00,cancelled,paypal
319,98,244,1,246.89,2024-07-01 00:00:00,completed,debit_card
320,99,455,2,782.1,2023-09-01 00:00:00,completed,debit_card
321,99,231,2,366.63,2023-06-07 00:00:00,completed,debit_card
322,99,522,1,25.41,2023-02-01 00:00:00,completed,debit_card
323,99,668,2,407.17,2023-02-23 00:00:00,completed,credit_card
324,99,611,1,492.32,2023-01-29 00:00:00,completed,credit_card
325,99,651,1,76.0,2024-04-28 00:00:00,completed,credit_card
326,99,298,3,1426.54,2024-03-07 00:00:00,completed,bank_transfer
327,100,106,1,229.42,2023-07-16 00:00:00,completed,credit_card
328,100,90,1,238.38,2023-11-07 00:00:00,completed,credit_card
329,100,609,2,699.72,2024-09-24 00:00:00,completed,credit_card
330,100,46,1,344.78,2023-08-31 00:00:00,completed,paypal
331,100,157,2,445.01,2024-10-19 00:00:00,completed,credit_card
332,100,255,2,710.47,2023-11-21 00:00:00,shipped,credit_card
333,101,12,1,345.78,2024-06-09 00:00:00,completed,paypal
334,102,380,1,126.86,2024-06-12 00:00:00,completed,debit_card
335,102,432,1,275.97,2024-02-04 00:00:00,completed,credit_card
336,103,324,1,486.03,2023-05-04 00:00:00,completed,paypal
337,103,364,1,29.43,2024-09-30 00:00:00,completed,debit_card
338,104,113,1,296.22,2024-02-26 00:00:00,completed,debit_card
339,105,384,3,830.84,2023-05-18 00:00:00,completed,credit_card
340,105,254,3,179.09,2023-08-05 00:00:00,completed,credit_card
341,106,404,1,244.43,2023-11-30 00:00:00,processing,debit_card
342,106,451,1,73.99,2024-11-24 00:00:00,completed,debit_card
343,106,628,1,380.83,2024-01-13 00:00:00,completed,credit_card
344,106,48,1,112.57,2023-02-13 00:00:00,completed,credit_card
345,106,245,3,1258.83,2023-03-03 00:00:00,cancelled,debit_card
346,106,295,1,227.77,2024-03-27 00:00:00,completed,credit_card
347,106,147,2,653.11,2023-08-26 00:00:00,completed,credit_card
348,106,522,3,298.26,2023-02-15 00:00:00,shipped,credit_card
349,106,368,1,170.08,2024-11-27 00:00:00,completed,credit_card
350,106,674,1,353.43,2023-01-18 00:00:00,completed,debit_card
351,107,678,3,332.48,2023-05-13 00:00:00,completed,paypal
352,107,38,1,368.08,2024-04-10 00:00:00,completed,paypal
353,108,382,3,1029.14,2023-06-17 00:00:00,cancelled,debit_card
354,108,90,2,942.55,2024-01-03 00:00:00,completed,bank_transfer
355,109,623,1,330.6,2024-06-26 00:00:00,completed,credit_card
356,109,63,1,59.12,2023-01-14 00:00:00,completed,credit_card
357,109,95,1,212.57,2024-05-03 00:00:00,completed,credit_card
358,109,557,1,437.66,2024-06-12 00:00:00,completed,credit_card
359,110,290,2,192.84,2023-12-29 00:00:00,completed,paypal
360,110,309,1,415.26,2024-10-16 00:00:00,shipped,debit_card
361,110,270,1,493.36,2024-11-25 00:00:00,completed,credit_card
362,110,440,2,779.95,2024-05-15 00:00:00,completed,credit_card
363,111,555,2,551.26,2023-06-04 00:00:00,completed,paypal
364,111,145,3,1486.46,2023-04-19 00:00:00,shipped,credit_card
365,112,265,2,343.79,2023-04-25 00:00:00,completed,bank_transfer
366,112,17,2,833.26,2024-03-29 00:00:00,completed,debit_card
367,112,281,1,452.56,2023-01-15 00:00:00,completed,debit_card
368,113,201,2,828.54,2024-10-07 00:00:00,completed,paypal
369,114,234,2,306.97,2023-10-06 00:00:00,completed,paypal
370,114,301,2,260.15,2024-03-19 00:00:00,completed,credit_card
371,114,675,2,191.94,2023-10-28 00:00:00,completed,paypal
372,115,406,1,273.48,2024-09-27 00:00:00,completed,debit_card
373,116,390,1,343.68,2024-08-27 00:00:00,completed,paypal
374,117,644,1,293.67,2024-01-17 00:00:00,cancelled,credit_card
375,117,103,1,308.05,2024-11-12 00:00:00,completed,debit_card
376,117,239,1,408.63,2024-09-04 00:00:00,cancelled,debit_card
377,117,96,5,1638.45,2024-04-29 00:00:00,completed,credit_card
378,117,391,3,1000.42,2023-03-12 00:00:00,completed,credit_card
379,118,436,3,1218.35,2023-08-18 00:00:00,completed,credit_card
380,119,437,1,290.35,2024-04-16 00:00:00,completed,bank_transfer
381,119,535,1,479.35,2023-05-19 00:00:00,completed,debit_card
382,119,151,1,196.21,2023-08-29 00:00:00,completed,credit_card
383,119,276,1,420.73,2023-05-31 00:00:00,completed,debit_card
384,119,154,1,141.14,2023-12-24 00:00:00,completed,debit_card
385,119,87,1,245.55,2023-12-29 00:00:00,completed,debit_card
386,120,251,2,673.98,2023-06-02 00:00:00,completed,paypal
387,120,372,2,56.92,2023-11-24 00:00:00,completed,credit_card
388,120,365,2,929.76,2023-08-24 00:00:00,completed,credit_card
389,120,80,1,350.2,2024-02-20 00:00:00,completed,debit_card
390,120,235,1,332.34,2023-08-31 00:00:00,completed,credit_card
391,120,80,2,255.12,2023-09-17 00:00:00,completed,paypal
392,120,23,2,542.35,2023-11-01 00:00:00,completed,debit_card
393,121,121,2,859.85,2024-06-08 00:00:00,completed,credit_card
394,121,251,3,1151.31,2024-06-18 00:00:00,completed,credit_card
395,121,402,1,125.23,2024-05-16 00:00:00,processing,paypal
396,121,463,1,471.41,2023-06-13 00:00:00,completed,credit_card
397,123,684,2,985.0,2023-03-29 00:00:00,completed,credit_card
398,123,266,2,490.92,2023-06-17 00:00:00,completed,debit_card
399,123,648,1,350.96,2024-03-16 00:00:00,shipped,paypal
400,123,227,1,173.92,2023-07-11 00:00:00,completed,credit_card
401,123,629,2,531.26,2024-08-30 00:00:00,completed,credit_card
402,123,405,1,346.33,2023-08-15 00:00:00,completed,debit_card
403,124,402,1,427.41,2023-03-23 00:00:00,completed,debit_card
404,124,371,3,527.5,2023-07-22 00:00:00,completed,credit_card
405,124,303,2,879.24,2023-11-12 00:00:00,completed,paypal
406,124,609,1,396.37,2023-04-17 00:00:00,completed,credit_card
407,124,691,5,983.3,2024-09-11 00:00:00,completed,debit_card
408,124,664,2,905.23,2023-02-11 00:00:00,shipped,credit_card
409,124,552,1,418.05,2024-09-23 00:00:00,completed,credit_card
410,124,520,2,930.55,2023-07-24 00:00:00,completed,credit_card
411,124,265,1,26.78,2023-01-09 00:00:00,completed,debit_card
412,124,170,1,463.79,2023-10-27 00:00:00,completed,debit_card
413,125,582,1,44.43,2023-08-01 00:00:00,completed,credit_card
414,125,386,1,434.88,2023-05-29 00:00:00,completed,bank_transfer
415,125,107,1,394.96,2023-05-15 00:00:00,completed,debit_card
416,125,27,1,64.53,2023-07-21 00:00:00,completed,credit_card
417,125,123,3,551.46,2023-10-19 00:00:00,completed,credit_card
418,125,333,2,628.69,2023-09-03 00:00:00,completed,debit_card
419,125,189,1,270.75,2024-06-29 00:00:00,completed,bank_transfer
420,125,100,2,854.7,2023-09-22 00:00:00,completed,paypal
